ISIN,FundName,Category,StarRating,Star_3Y,Rank_3Y,Star_5Y,Rank_5Y,Star_10Y,Rank_10Y,YearsUsed,MRAR2_3Y,MRAR2_5Y,MRAR2_10Y,MonthsAvailable
INF767K01GO2,LIC_MF_Banking_and_PSU_Fund-Direct_Plan-Weekly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,2,2,135,2.0,114.0,,,5y+3y,-0.046823940793015106,-0.048351998810821195,,83
INF917K01HI3,HSBC_Banking_and_PSU_Debt_Fund_-_Direct_Monthly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,2,1,150,2.0,102.0,,,5y+3y,-0.05699799168286235,-0.04581358176031247,,105
INF760K01KD2,Canara_Robeco_Banking_and_PSU_Debt_Fund-_Direct_Plan-_IDCW_Payout,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,84,,,,,3y,-0.020663801811567795,,,39
INF00XX01838,ITI_Banking_and_PSU_Debt_Fund_-_Regular_Plan_-_Growth_Option,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,66,3.0,49.0,,,5y+3y,0.018872346164902076,0.007425028289073543,,62
INF740KA1OH3,DSP_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_IDCW_-_Weekly,Debt_Scheme_-_Banking_and_PSU_Fund,2,2,128,2.0,115.0,,,5y+3y,-0.046523265431904215,-0.04861524768934289,,90
INF767K01550,LIC_MF_Banking_and_PSU_Fund-Regular_Plan-Monthly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,53,3.0,60.0,,,5y+3y,0.022098955656523867,-0.004350234591326108,,110
INF200K01V57,SBI_Banking_and_PSU_Fund_-_Direct_Plan_-_Monthly_Income_Distribution_cum_Capital_Withdrawal_Option_I,Debt_Scheme_-_Banking_and_PSU_Fund,2,3,75,3.0,69.0,2.0,17.0,10y+5y+3y,-0.00941585905025677,-0.029515186429061036,-0.024056696199030503,120
INF204KA1U20,NIPPON_INDIA_BANKING_and_PSU_FUND_-_WEEKLY_IDCW_Option,Debt_Scheme_-_Banking_and_PSU_Fund,3,2,143,3.0,91.0,,,5y+3y,-0.04755925338712674,-0.04331884104134909,,94
INF767K01GM6,LIC_MF_Banking_and_PSU_Fund-Direct_Plan-Daily_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,69,3.0,59.0,,,5y+3y,0.006828309403176247,-0.0020339230268173747,,110
INF843K01FN5,Edelweiss_Banking_and_PSU_Debt_Fund_-_Regular_Plan_Weekly_-_IDCW_Option,Debt_Scheme_-_Banking_and_PSU_Fund,2,1,146,2.0,125.0,,,5y+3y,-0.05421127553172822,-0.05269056439843134,,90
INF740K01ZT8,DSP_Banking_and_PSU_Debt_Fund_-_Regular_Plan_-_IDCW_-_Quarterly,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,100,3.0,83.0,,,5y+3y,-0.036926525178745395,-0.041562022744246474,,117
INF789F017Z2,UTI_Banking_and_PSU_Fund_-_Direct_Plan_-_Quarterly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,5,4,27,5.0,11.0,,,5y+3y,0.025623934898788114,0.013054029534303124,,118
INF846K01CS4,Axis_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_Monthly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,2,2,140,2.0,107.0,,,5y+3y,-0.04704921145012808,-0.04693446980804339,,119
INF740K01A00,DSP_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_IDCW_-_Quarterly,Debt_Scheme_-_Banking_and_PSU_Fund,2,2,110,2.0,98.0,,,5y+3y,-0.04042938215694114,-0.04547461458547952,,119
INF767K01576,LIC_MF_Banking_and_PSU_Fund-Regular_Plan-Weekly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,2,3,95,2.0,97.0,,,5y+3y,-0.035566983889472326,-0.04471999786363323,,88
INF209KA13Z9,Aditya_Birla_Sun_Life_Banking_and_PSU_Debt_Fund_-_DIRECT_-_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,1,2,124,1.0,139.0,1.0,24.0,10y+5y+3y,-0.04624917718096189,-0.12500244489314571,-0.06532260411486546,120
INF0GCD01156,TRUSTMF_BANKING_and_PSU_FUND_DIRECT_PLAN_QUARTERLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,72,,,,,3y,-0.0046961667161035114,,,58
INF205K01JY6,Invesco_India_Banking_and_PSU_Fund_-_Regular_Plan_-_Monthly_IDCW_Payout___Reinvestment,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,96,3.0,76.0,,,5y+3y,-0.035934306789655035,-0.040097060752877334,,118
INF179KA1JC4,HDFC_Banking_and_PSU_Debt_Fund_-_Growth_Option,Debt_Scheme_-_Banking_and_PSU_Fund,4,4,33,4.0,23.0,,,5y+3y,0.024753685963278427,0.010891609891901632,,117
INF789FC1HD3,UTI_Banking_and_PSU_Fund_-_Regular_Plan_-_Monthly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,82,3.0,67.0,,,5y+3y,-0.018605847881841053,-0.02449211133570306,,110
INF677K01AF4,HSBC_Banking_and_PSU_Debt_Fund_-_Regular_Daily_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,3,2,118,3.0,73.0,,,5y+3y,-0.04356663227755797,-0.03711973714670802,,73
INF846K01CR6,Axis_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_Growth_Option,Debt_Scheme_-_Banking_and_PSU_Fund,4,4,36,4.0,24.0,5.0,3.0,10y+5y+3y,0.024459341504706078,0.010556498077364473,0.024099136209931205,120
INF917K01HK9,HSBC_Banking_and_PSU_Debt_Fund_-_Direct_Weekly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,2,1,151,2.0,116.0,,,5y+3y,-0.06184543037008572,-0.04886983120313071,,96
INF760K01KG5,Canara_Robeco_Banking_and_PSU_Debt_Fund-_Regular_Plan-_IDCW_Payout__Reinvestment,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,83,,,,,3y,-0.020447346044330184,,,38
INF769K01FY9,Mirae_Asset_Banking_and_PSU_Fund_-_Direct_Plan_-_Growth,Debt_Scheme_-_Banking_and_PSU_Fund,5,4,18,5.0,10.0,,,5y+3y,0.02610956722789548,0.013337491533628176,,62
INF903J01IK9,Sundaram_Banking_and_PSU_Fund_Formerly_Known_as_Sundaram_Banking_and_PSU_Debt_Fund_Retail_Plan_-_Gro,Debt_Scheme_-_Banking_and_PSU_Fund,4,3,71,4.0,37.0,,,5y+3y,0.00020692580183445664,0.008714552711273527,,101
INF843K01FH7,Edelweiss_Banking_and_PSU_Debt_Fund_-_Direct_Plan_Monthly_-_IDCW_Option,Debt_Scheme_-_Banking_and_PSU_Fund,2,1,149,2.0,103.0,,,5y+3y,-0.056625408151154244,-0.04583363944521934,,86
INF760K01KF7,Canara_Robeco_Banking_and_PSU_Debt_Fund-_Regular_Plan-_Growth_Option,Debt_Scheme_-_Banking_and_PSU_Fund,4,4,43,,,,,3y,0.023524827898304013,,,37
INF740K01ZW2,DSP_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_Growth,Debt_Scheme_-_Banking_and_PSU_Fund,5,5,1,5.0,6.0,,,5y+3y,0.02967403019089443,0.015505388867461445,,116
INF090I01KQ0,Franklin_India_Banking_and_PSU_Debt_Fund_-_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,2,3,93,2.0,112.0,,,5y+3y,-0.027173065459170975,-0.047519946763093235,,116
INF194K019M8,Bandhan_Banking_and_PSU_Fund_-_Direct_Annual_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,102,3.0,71.0,,,5y+3y,-0.037358510287270885,-0.035609020996655194,,69
INF204KA1U53,Nippon_India_Banking_and_PSU_Fund-_Direct_Plan-Growth_Plan-_Growth_Option,Debt_Scheme_-_Banking_and_PSU_Fund,4,5,10,4.0,18.0,,,5y+3y,0.026575334729419087,0.012167901859266195,,118
INF769K01FZ6,Mirae_Asset_Banking_and_PSU_Fund_-_Direct_Plan_-_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,5,4,17,5.0,8.0,,,5y+3y,0.026115395641890915,0.013749832017281305,,61
INF769K01FV5,Mirae_Asset_Banking_and_PSU_Fund_-_Regular_Plan_-_Growth,Debt_Scheme_-_Banking_and_PSU_Fund,4,3,61,4.0,33.0,,,5y+3y,0.021441968128772082,0.009128517570538897,,61
INF903J01PE7,Sundaram_Banking_and_PSU_Fund_Formerly_Known_as_Sundaram_Banking_and_PSU_Debt_Fund_Direct_Plan_-_Inc,Debt_Scheme_-_Banking_and_PSU_Fund,2,1,147,2.0,120.0,,,5y+3y,-0.05519179076162839,-0.0517736370607631,,106
INF0GCD01024,TRUSTMF_BANKING_and_PSU_FUND_REGULAR_PLAN_DAILY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,70,,,,,3y,0.004530143605846693,,,58
INF00XX01887,ITI_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_IDCW_Option,Debt_Scheme_-_Banking_and_PSU_Fund,5,4,35,5.0,13.0,,,5y+3y,0.024651312304942108,0.013040707146206643,,62
INF109K010A6,ICICI_Prudential_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_Growth,Debt_Scheme_-_Banking_and_PSU_Fund,5,5,3,5.0,5.0,5.0,1.0,10y+5y+3y,0.02882421184723949,0.01643607445365336,0.02751041755520034,120
INF0GCD01081,TRUSTMF_BANKING_and_PSU_FUND_REGULAR_PLAN_ANNUAL_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,79,,,,,3y,-0.013220673865719235,,,58
INF0GCD01065,TRUSTMF_BANKING_and_PSU_FUND_REGULAR_PLAN_QUARTERLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL,Debt_Scheme_-_Banking_and_PSU_Fund,3,3,76,,,,,3y,-0.009949771110737582,,,58
INF209KA11Z3,Aditya_Birla_Sun_Life_Banking_and_PSU_Debt_Fund_-_REGULAR_-_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,2,1,157,1.0,137.0,2.0,18.0,10y+5y+3y,-0.06815926762363178,-0.06675024461372847,-0.029299632721572655,120
INF179KA1JB6,HDFC_Banking_and_PSU_Debt_Fund_-_IDCW_Option_-_Direct_Plan,Debt_Scheme_-_Banking_and_PSU_Fund,2,2,141,2.0,123.0,,,5y+3y,-0.047150159445791706,-0.05255658051533685,,96
INF843K01FC8,Edelweiss_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_Growth_Option,Debt_Scheme_-_Banking_and_PSU_Fund,4,5,7,4.0,20.0,,,5y+3y,0.027043608076018355,0.011685144129923053,,119
INF194K010N5,Bandhan_Banking_and_PSU_Fund_-_Direct_Fortnightly_IDCW,Debt_Scheme_-_Banking_and_PSU_Fund,3,2,133,3.0,87.0,,,5y+3y,-0.046805726332430964,-0.04241224360008489,,91
INF740KA1OK7,DSP_Banking_and_PSU_Debt_Fund_-_Regular_Plan_-_IDCW_-_Weekly,Debt_Scheme_-_Banking_and_PSU_Fund,2,2,129,2.0,101.0,,,5y+3y,-0.04652879333198179,-0.04577819650721349,,85
INF204KA1V03,NIPPON_INDIA_BANKING_and_PSU_FUND_-_Direct_Plan_-_QUARTERLY_IDCW_Option,Debt_Scheme_-_Banking_and_PSU_Fund,3,2,111,3.0,90.0,,,5y+3y,-0.04058403827712398,-0.04309516711234207,,115
INF740K01ZY8,DSP_Banking_and_PSU_Debt_Fund_-_Direct_Plan_-_IDCW_-_Monthly,Debt_Scheme_-_Banking_and_PSU_Fund,3,2,109,3.0,88.0,,,5y+3y,-0.04025693021733634,-0.042788508705320694,,96
INF204KA1T80,NIPPON_INDIA_BANKING_and_PSU_FUND_-_IDCW_Option,Debt_Scheme_-_Banking_and_PSU_Fund,4,4,49,4.0,43.0,,,5y+3y,0.02254722887635041,0.008340312525760396,,116
INF846K01ZU1,Axis_Corporate_Bond_Fund_-_Regular_Plan_Growth,Debt_Scheme_-_Corporate_Bond_Fund,5,5,14,5.0,10.0,,,5y+3y,0.02926435266079075,0.01536001320642666,,97
INF917K01AK4,HSBC_Corporate_Bond_Fund_-Regular_Plan_-_Bonus,Debt_Scheme_-_Corporate_Bond_Fund,4,5,12,4.0,35.0,,,5y+3y,0.0299408212295329,0.008371912089801592,,118
INF179K01XD8,HDFC_Corporate_Bond_Fund_-_Growth_Option_-_Direct_Plan,Debt_Scheme_-_Corporate_Bond_Fund,4,4,26,4.0,21.0,5.0,3.0,10y+5y+3y,0.028757273036807973,0.013004296254196968,0.0269879196361531,120
INF740KA1JX0,DSP_Corporate_Bond_Fund_-_Regular_-_Growth,Debt_Scheme_-_Corporate_Bond_Fund,3,3,75,3.0,50.0,,,5y+3y,0.022367578446341296,0.005028096546421557,,86
INF277KA1281,Tata_Corporate_Bond_Fund-Direct_Plan-IDCW_Quarterly_Reinvestment,Debt_Scheme_-_Corporate_Bond_Fund,4,4,18,,,,,3y,0.02912564950811003,,,47
INF109K01CE7,ICICI_Prudential_Corporate_Bond_Fund_Retail_Growth,Debt_Scheme_-_Corporate_Bond_Fund,4,4,45,,,,,3y,0.026866891125246983,,,52
INF209KA1KT0,Aditya_Birla_Sun_Life_Corporate_Bond_Fund_-DIRECT_-_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,1,2,137,1.0,145.0,,,5y+3y,-0.04248888564523168,-0.09890209158698149,,119
INF917K01AJ6,HSBC_Corporate_Bond_Fund_-_Regular_Semi_Annual_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,2,149,2.0,129.0,,,5y+3y,-0.045543072013251806,-0.05521996853231825,,116
INF204K01EI3,NIPPON_INDIA_CORPORATE_BOND_FUND_-_WEEKLY_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,2,2,148,2.0,108.0,,,5y+3y,-0.04514765203297344,-0.04705579312165431,,97
INF204K01C23,NIPPON_INDIA_CORPORATE_BOND_FUND_-_DIRECT_Plan_-_DAILY_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,1,1,162,,,,,3y,-0.047398992402631235,,,51
INF740KA1KI9,DSP_Corporate_Bond_Fund_-_Direct_-_IDCW_-_Monthly,Debt_Scheme_-_Corporate_Bond_Fund,3,2,120,3.0,89.0,,,5y+3y,-0.03887534557597305,-0.042863179756168934,,67
INF251K01EO2,BARODA_BNP_PARIBAS_Corporate_Bond_Fund_-_Defunct_Plan_-_Annual-IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,3,3,96,3.0,75.0,,,5y+3y,-0.019640593013619645,-0.032518274933448166,,118
INF917K01VY1,HSBC_Corporate_Bond_Fund_-_Direct_Annual_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,2,141,2.0,126.0,,,5y+3y,-0.04351942215783844,-0.05363310803050281,,78
INF277KA1331,Tata_Corporate_Bond_Fund-Regular_Plan-IDCW_Periodic_Reinvestment,Debt_Scheme_-_Corporate_Bond_Fund,3,3,66,,,,,3y,0.023725575507027807,,,47
INF277KA1224,Tata_Corporate_Bond_Fund-Direct_Plan-Growth,Debt_Scheme_-_Corporate_Bond_Fund,4,4,18,,,,,3y,0.02912564950811003,,,47
INF740KA1KG3,DSP_Corporate_Bond_Fund_-_Direct_-_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,3,106,2.0,119.0,,,5y+3y,-0.03368233731552284,-0.05028629553076702,,86
INF090I01FR8,Franklin_India_Corporate_Debt_Fund_-_Plan_A_-_Direct_-_Monthly_-_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,3,115,2.0,106.0,,,5y+3y,-0.037332106997134074,-0.04692541185323218,,112
INF205K01RJ0,Invesco_India_Corporate_Bond_Fund_-_Direct_Plan_-_Quarterly_IDCW_Payout___Reinvestment,Debt_Scheme_-_Corporate_Bond_Fund,1,1,171,2.0,123.0,1.0,20.0,10y+5y+3y,-0.05333305834695512,-0.052092067586659074,-0.04176417443674307,120
INF223J01CZ3,PGIM_India_Corporate_Bond_Fund_-_Annual_Dividend,Debt_Scheme_-_Corporate_Bond_Fund,1,1,170,1.0,132.0,,,5y+3y,-0.05231509689879976,-0.0562705870674326,,116
INF204K01EK9,NIPPON_INDIA_CORPORATE_BOND_FUND_-_MONTHLY_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,3,2,138,3.0,85.0,,,5y+3y,-0.04270815106684511,-0.042287747503904405,,95
INF200KA1YQ6,SBI_Corporate_Bond_Fund_-_Regular_Plan_-_Quarterly_Income_Distribution_cum_Capital_Withdrawal_Option,Debt_Scheme_-_Corporate_Bond_Fund,4,4,31,4.0,23.0,,,5y+3y,0.028098286375034753,0.012030676413259389,,79
INF205K01RB7,Invesco_India_Corporate_Bond_Fund_-_Direct_Plan_-_Annual_IDCW_Payout___Reinvestment,Debt_Scheme_-_Corporate_Bond_Fund,1,2,119,1.0,131.0,,,5y+3y,-0.038808844516444174,-0.055583305939056804,,104
INF204K01EM5,NIPPON_INDIA_CORPORATE_BOND_FUND_-_QUARTERLY_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,2,2,127,3.0,84.0,1.0,21.0,10y+5y+3y,-0.039851531222873215,-0.041894199826979284,-0.04216658905934434,120
INF740KA1KD0,DSP_Corporate_Bond_Fund_-_Regular_-_IDCW_-_Quarterly,Debt_Scheme_-_Corporate_Bond_Fund,3,3,116,3.0,88.0,,,5y+3y,-0.037603035671767926,-0.042797426363813895,,85
INF204K01EF9,Nippon_India_Corporate_Bond_Fund_-_Growth_Plan_-_Growth_Option,Debt_Scheme_-_Corporate_Bond_Fund,4,4,42,5.0,14.0,3.0,11.0,10y+5y+3y,0.02700229713392499,0.014544435901777675,0.0218073126130085,120
INF846K01ZP1,Axis_Corporate_Bond_Fund_-_Direct_Plan_-_Weekly_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,1,158,3.0,83.0,,,5y+3y,-0.0471325247769534,-0.040166397260501085,,77
INF251K01EK0,BARODA_BNP_PARIBAS_Corporate_Bond_Fund_-_Defunct_Plan_-_Monthly-IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,3,3,102,3.0,94.0,,,5y+3y,-0.03154906581390027,-0.043810684351747065,,110
INF090I01DG6,Franklin_India_Corporate_Debt_Fund_-_Growth,Debt_Scheme_-_Corporate_Bond_Fund,4,4,46,4.0,31.0,3.0,12.0,10y+5y+3y,0.026580799440781844,0.010179582418408772,0.021743801573682164,120
INF769K01HD9,Mirae_Asset_Corporate_Bond_Fund_Direct_Growth_Plan,Debt_Scheme_-_Corporate_Bond_Fund,4,4,51,,,,,3y,0.02585115135798577,,,55
INF109K01CI8,ICICI_Prudential_Corporate_Bond_Fund_Retail_Monthly_Dividend,Debt_Scheme_-_Corporate_Bond_Fund,2,2,129,,,,,3y,-0.040668489450228384,,,37
INF109K018B7,ICICI_Prudential_Corporate_Bond_Fund_-_Direct_Plan_-_Monthly_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,1,165,2.0,120.0,,,5y+3y,-0.04848681615542805,-0.050503562357165466,,101
INF200KA1YM5,SBI_Corporate_Bond_Fund_-_Regular_Plan_-_Growth,Debt_Scheme_-_Corporate_Bond_Fund,4,4,56,4.0,33.0,,,5y+3y,0.025086671858114196,0.009369313057132178,,79
INF109K01SO2,ICICI_Prudential_Corporate_Bond_Fund_-Quarterly_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,2,131,3.0,81.0,,,5y+3y,-0.04096772139049554,-0.04000465825543764,,117
INF846K01ZM8,Axis_Corporate_Bond_Fund_-_Direct_Plan_Growth,Debt_Scheme_-_Corporate_Bond_Fund,5,5,1,5.0,5.0,,,5y+3y,0.035826460865989285,0.019144454345566997,,99
INF277KA1240,Tata_Corporate_Bond_Fund-Direct_Plan-IDCW_Monthly_Payout,Debt_Scheme_-_Corporate_Bond_Fund,4,4,18,,,,,3y,0.02912564950811003,,,47
INF903J01NV6,Sundaram_Corporate_Bond_Fund_Direct_Plan-Income_Distribution_cum_Capital_WithdrawalIDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,3,95,3.0,70.0,,,5y+3y,-0.018431640209375932,-0.023113170607551803,,112
INF204KA1EP6,NIPPON_INDIA_CORPORATE_BOND_FUND_-_DIRECT_Plan_-_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,5,5,5,5.0,1.0,,,5y+3y,0.03241049038702659,0.023377018905000435,,117
INF194KA1R69,BANDHAN_Corporate_Bond_Fund_-_Regular_Quarterly_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,2,126,2.0,104.0,,,5y+3y,-0.039477329955317386,-0.046774843384190024,,114
INF760K01HD8,CANARA_ROBECO_CORPORATE_BOND_FUND_-_DIRECT_PLAN_-_IDCW_Payout_Reinvestment,Debt_Scheme_-_Corporate_Bond_Fund,2,2,125,2.0,116.0,,,5y+3y,-0.03927390065936209,-0.04996319086116141,,117
INF277KA1307,Tata_Corporate_Bond_Fund-Regular_Plan-IDCW_Periodic_Payout,Debt_Scheme_-_Corporate_Bond_Fund,3,3,66,,,,,3y,0.023725575507027807,,,47
INF251K01GR0,BARODA_BNP_PARIBAS_Corporate_Bond_Fund_-_Direct_Plan_-_Monthly_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,3,3,99,3.0,78.0,,,5y+3y,-0.029250985310501187,-0.03474367461701755,,105
INF846K01ZT3,Axis_Corporate_Bond_Fund_-_Direct_Plan_-_Regular_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,3,98,3.0,77.0,,,5y+3y,-0.027532831232660593,-0.03402898152847589,,98
INF223J01CQ2,PGIM_India_Corporate_Bond_Fund_-_Premium_Plus_Plan_-_Growth,Debt_Scheme_-_Corporate_Bond_Fund,5,5,10,5.0,2.0,,,5y+3y,0.030691436063369437,0.022564647621146516,,70
INF204KA1EN1,NIPPON_INDIA_CORPORATE_BOND_FUND_-_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,5,4,44,5.0,11.0,,,5y+3y,0.026886927004720507,0.015240715728705778,,118
INF223J01DD8,PGIM_India_Corporate_Bond_Fund_-_Monthly_Dividend,Debt_Scheme_-_Corporate_Bond_Fund,1,1,168,1.0,136.0,,,5y+3y,-0.05148963815234664,-0.057408434891344506,,114
INF903J01OZ5,Sundaram_Corporate_Bond_Fund_Direct_Plan_-Income_Distribution_cum_Capital_Withdrawal_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,3,82,3.0,55.0,,,5y+3y,0.013980478633013327,0.0008890554970524267,,101
INF179K01DE8,HDFC_Corporate_Bond_Fund_-_Quarterly_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,2,2,134,2.0,110.0,,,5y+3y,-0.04170929016889702,-0.04764566743376808,,118
INF769K01HA5,Mirae_Asset_Corporate_Bond_Fund_Regular_Growth,Debt_Scheme_-_Corporate_Bond_Fund,3,3,73,,,,,3y,0.022793752178707383,,,54
INF200KA1YR4,SBI_Corporate_Bond_Fund_-_Direct_Plan_-_Growth,Debt_Scheme_-_Corporate_Bond_Fund,4,5,11,4.0,18.0,,,5y+3y,0.02999298134983941,0.014014233401166587,,79
INF251K01EI4,BARODA_BNP_PARIBAS_Corporate_Bond_Fund_-_Defunct_Plan_-_Growth_Option,Debt_Scheme_-_Corporate_Bond_Fund,3,4,34,3.0,48.0,3.0,15.0,10y+5y+3y,0.027835298936161657,0.005592430171073692,0.010065401626286219,120
INF903J01IB8,Sundaram_Corporate_Bond_Fund_Regular_Plan_-Income_Distribution_cum_Capital_WithdrawalIDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,3,88,3.0,62.0,,,5y+3y,0.0010724495182949934,-0.005927467668878861,,112
INF903J01IE2,Sundaram_Corporate_Bond_Fund_Regular_Plan-_Income_Distribution_cum_Capital_Withdrawal_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,3,84,3.0,58.0,,,5y+3y,0.011199652563753215,-0.002024496443170487,,112
INF251K01EM6,BARODA_BNP_PARIBAS_Corporate_Bond_Fund_-_Defunct_Plan_-_Quarterly-IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,2,3,108,2.0,112.0,,,5y+3y,-0.03492974491495371,-0.04831148920091499,,117
INF846K01A11,Axis_Corporate_Bond_Fund_-_Regular_Plan_-_Regular_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,3,113,3.0,82.0,,,5y+3y,-0.036646124984912265,-0.04006078560008486,,97
INF179K01DC2,HDFC_Corporate_Bond_Fund_-_Growth_Option,Debt_Scheme_-_Corporate_Bond_Fund,4,4,38,4.0,20.0,,,5y+3y,0.02758096772726515,0.013037917187769477,,118
INF194KA1R36,BANDHAN_Corporate_Bond_Fund_-_Regular_Monthly_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,1,161,2.0,101.0,,,5y+3y,-0.04722922910735894,-0.045482077469311766,,70
INF109KA1I84,ICICI_Prudential_Corporate_Bond_Fund_-_Bonus,Debt_Scheme_-_Corporate_Bond_Fund,4,4,48,,,,,3y,0.02618702857776367,,,51
INF109K012C8,ICICI_Prudential_Corporate_Bond_Fund_-_Direct_Plan_-_Quarterly_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,2,130,3.0,86.0,,,5y+3y,-0.04076719281507224,-0.04240668559820415,,117
INF251K01GT6,BARODA_BNP_PARIBAS_Corporate_Bond_Fund_-_Direct_Plan_-_Quarterly_IDCW_Option,Debt_Scheme_-_Corporate_Bond_Fund,2,3,100,2.0,111.0,,,5y+3y,-0.030822080091701842,-0.047756268569980276,,112
INF223J01DF3,PGIM_India_Corporate_Bond_Fund_-_Quarterly_Dividend,Debt_Scheme_-_Corporate_Bond_Fund,2,1,163,2.0,127.0,,,5y+3y,-0.047622217357744745,-0.054256310114307094,,115
INF846K01ZN6,Axis_Corporate_Bond_Fund_-_Direct_Plan_-_Daily_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,3,101,,,,,3y,-0.03100603915906963,,,40
INF223J01OM6,PGIM_India_Corporate_Bond_Fund_-_Direct_Plan_-_Annual_Dividend,Debt_Scheme_-_Corporate_Bond_Fund,2,2,147,2.0,113.0,,,5y+3y,-0.045142241502177494,-0.04877618035794584,,117
INF090I01FV0,Franklin_India_Corporate_Debt_Fund_-_Plan_A_-_Direct_-_Half_yearly_-_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,1,2,136,1.0,135.0,,,5y+3y,-0.04239087011438336,-0.05729529717390858,,119
INF223J01OO2,PGIM_India_Corporate_Bond_Fund_-_Direct_Plan_-_Growth,Debt_Scheme_-_Corporate_Bond_Fund,4,4,33,5.0,15.0,3.0,8.0,10y+5y+3y,0.027893640562974165,0.014186500610936292,0.02311617584500425,120
INF846K01ZX5,Axis_Corporate_Bond_Fund_-_Regular_Plan_-_Weekly_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,2,1,159,3.0,92.0,,,5y+3y,-0.04716101250940263,-0.04366530749730024,,68
INF789F1A595,UTI_Corporate_Bond_Fund_-_Direct_Plan_-_Annual_IDCW,Debt_Scheme_-_Corporate_Bond_Fund,3,3,90,3.0,69.0,,,5y+3y,-0.00373598679466991,-0.017170067718893844,,83
INF917K01HN3,HSBC_Corporate_Bond_Fund_-_Direct_Growth,Debt_Scheme_-_Corporate_Bond_Fund,4,4,37,4.0,24.0,,,5y+3y,0.0276237625062421,0.011863789262811952,,118
